,Algorithm,n_estimators,eta,max_depth,n_neighbors,AUC
0,['Decision Tree'],[0],[0],[2],[0],['0.7339428501257774']
1,['Decision Tree'],[0],[0],[5],[0],['0.7720573532594754']
2,['Decision Tree'],[0],[0],[7],[0],['0.7909075111698348']
3,['Decision Tree'],[0],[0],[10],[0],['0.817821367023881']
4,['Decision Tree'],[0],[0],[15],[0],['0.8643490813327169']
5,['Decision Tree'],[0],[0],[20],[0],['0.8826267267175696']
